requirement_id,tool_subsystem,source_doc_section,required_behavior,implementation_location,automated_test_reference,status,evidence_and_remaining_work
BOUND-057,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active documentLineCount field with value 0 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate (documentLineCount = additionalLabor+otherMaterialLines+otherExpenses .length),"tests/domain/boundaryMatrix.test.ts ""BOUND-057..061""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-058,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active documentLineCount field with value 2000 WHEN Validate field separately from complete project THEN accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate documentLineCount cap,"tests/domain/boundaryMatrix.test.ts ""BOUND-057..061""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-059,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active documentLineCount field with value -1 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,"N/A -- documentLineCount is a sum of three array .length values, always >=0 by construction",N/A (vacuously true),verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-060,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid active documentLineCount field with value 2001 WHEN Validate field separately from complete project THEN rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,src/domain/estimateAssembly.ts assembleProjectEstimate documentLineCount cap; src/domain/backup.ts validateRevisionStructure documentLineCount check,"tests/domain/boundaryMatrix.test.ts ""BOUND-057..061""; tests/domain/backup.test.ts ""Boundary matrix (import side)""",verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
BOUND-061,Boundary matrix,CALCULATION_SPEC.md §1,GIVEN Otherwise valid documentLineCount=1.5 WHEN Validate integer requirement THEN Reject fractional count/coats; do not truncate.,"N/A -- documentLineCount is a sum of array .length values, always an integer by construction",N/A (vacuously true; see BOUND-051),verified,Implemented and tested this session as part of the Boundary matrix pass (commit b1336af); executable evidence in the referenced test file.
R03,"Backup, restore and conflict handling",independent v4 review,"Replace-all must wipe and replace the business-settings singleton, not just projects/catalog.",src/storage/db.ts (writeReplaceAllBackup),tests/audit/independent-contract.test.ts,verified,Fixed and committed this session (51de860). replace-all now .clear()s STORES.businessSettings before writing the imported one.
R04,"Backup, restore and conflict handling",independent v4 review,Replace-all must not let a per-project version field create an ABA hazard where a stale editor's expectedVersion coincidentally matches a freshly-restored different project.,"src/storage/db.ts (nextGlobalProjectVersion, meta store, DB v3)",tests/audit/independent-contract.test.ts,verified,"Fixed this session (51de860): new global monotonic version counter in a dedicated 'meta' IndexedDB store, shared by every project-version-issuing write path."
R05,"Backup, restore and conflict handling",independent v4 review,"Keep-both import must remap dependent references correctly, including service-to-paint relationships, and preserve copy provenance.",src/domain/backup.ts (applyFullRestoreResolutions),"tests/audit/independent-contract.test.ts, tests/domain/backup.test.ts",verified,"Fixed this session (4a091ae): keep-both now remaps serviceDefinitions' paintVariantId to the new copy's ID, and returns real provenance instead of dropping it."
R06,"Backup, restore and conflict handling",independent v4 review,Import validation must reject malformed frozen customer document snapshots and require one for every issued revision.,src/domain/backup.ts (validateCustomerDocumentSnapshot),"tests/audit/independent-contract.test.ts, tests/domain/backup.test.ts",verified,"Fixed this session (325f74c): full field-level validation of customerDocumentSnapshot, wired into revision validation."
R07,Actual-cost review,independent v4 review,"Zero-price confirmation must treat numerically equivalent values such as 0, 0.0, and 0.00 identically, not just the literal string '0'.",src/domain/project.ts (checkIssueGate),tests/audit/independent-contract.test.ts,verified,"Fixed this session (d2a295a): compares the PARSED decimal value's isZero(), not the raw string."
R08,Price Book Health,independent v4 review,"Price Book Health must read actual saved ServiceDefinition records, prices, and assumptions, not one hardcoded example.",src/domain/serviceHealthAssembly.ts,"tests/audit/independent-ui.test.tsx, tests/domain/serviceHealthAssembly.test.ts",verified,Fixed this session (a9c7643): real per-service assembly wired to persisted ServiceDefinition records via saveServiceDefinition/loadSnapshot.
R09,Actual-cost review,independent v4 review,Actual-cost inputs must handle partial typing and invalid values without crashing.,src/components/tools/pro/ProApp.tsx (deriveActualCategory),tests/audit/independent-ui.test.tsx,verified,Fixed this session (6962306): parseDecimalField-based derivation shared by the live preview and the save path.
R10,Actual-cost review,independent v4 review,Blank confirmed actual costs must not become a completed final review.,src/components/tools/pro/ProApp.tsx (saveActuals),tests/audit/independent-ui.test.tsx,verified,"Fixed this session (6962306): finality now requires confirmed AND a valid non-null value per category, not just the checkbox count."
R11,"Backup, restore and conflict handling",independent v4 review,Import-as-copies must use the versions actually committed to storage so an imported project can immediately be edited and saved.,"src/components/tools/pro/ProApp.tsx (confirmImport), src/storage/db.ts",tests/audit/independent-ui.test.tsx,verified,Fixed this session (d506df5): committedProjectVersions returned from the write and applied to in-memory state.
R12,"Backup, restore and conflict handling",independent v4 review,"Backup exports must include a consistent snapshot of committed data, including changes saved by another tab.",src/components/tools/pro/ProApp.tsx (handleExport),tests/audit/independent-ui.test.tsx,verified,Fixed this session (543b969): export now reads a fresh loadSnapshot() from storage rather than stale in-memory React state.
R13,Pro surfaces and summary,independent v4 review,Issuing an estimate must persist its calculated outputs and historical cost baseline.,"src/domain/calculationSnapshot.ts, src/components/tools/pro/ProApp.tsx (issueEstimate)","tests/audit/independent-ui.test.tsx, tests/domain/calculationSnapshot.test.ts",verified,Fixed this session (dd18590): freezeCalculatedOutputs/readFrozenCalculatedOutputs; also wired the previously-unused supersede() into issueEstimate().
V5-01,Price Book Health,independent v5 tools review,"A 100% (or negative) targetMarginRatio must return a structured invalid result from service-health calculation, never throw.","src/domain/serviceHealthAssembly.ts, src/domain/estimateAssembly.ts","tests/review-v5/tools-contract.test.ts, tests/domain/serviceHealthAssembly.test.ts, tests/domain/estimateAssembly.test.ts",verified,"Fixed this session: both assemblies now validate the 0<=m<1 range before calling the pricing engine, matching the free job-cost calculator's existing guard. Extended coverage for the boundary, negative, and just-below-boundary cases in both Price Book Health and the Pro estimate summary."
V5-02,"Backup, restore and conflict handling",independent v5 tools review,"Keep-both on a conflicting paint variant must remap ONLY incoming-origin service definitions, never a pre-existing local service that already referenced the same paint ID.",src/domain/backup.ts (applyFullRestoreResolutions),"tests/review-v5/tools-contract.test.ts, tests/domain/backup.test.ts",verified,"Fixed this session: tracks per-record origin (local-preserved vs incoming) and remaps only incoming-origin content. Extended coverage for local-only, incoming-only, keepLocal, and replaceImported combinations."
V5-03,"Projects, revisions and local persistence",independent v5 tools review,"Upgrading an existing pre-v3 database must not reuse a project version token, or a stale editor's save can incorrectly succeed.",src/storage/db.ts (openAppDb upgrade),"tests/review-v5/tools-contract.test.ts, tests/storage/dbUpgrade.test.ts",verified,"Fixed this session: the upgrade seeds the global version counter above the highest version already present in the database before any new write reads it. Extended coverage for multiple pre-existing projects at different legacy versions, and for both normal saves and import writes post-upgrade."
V5-04,"Backup, restore and conflict handling",independent v5 tools review,A backup must remain valid after issuing a second revision when an actual review's baseline is the now-superseded first revision.,src/domain/backup.ts (validateActualReview),tests/review-v5/tools-contract.test.ts,verified,"Fixed this session: the validator now accepts a baseline that is 'issued' OR 'superseded' (a revision that WAS issued and later superseded is a legitimate historical baseline), still rejecting 'draft'."
V5-05,Pro business settings and catalog,independent v5 tools review,"A new draft must apply the configured supplies-allowance default, not silently omit it from material cost.",src/domain/project.ts (createDraftRevision),"tests/review-v5/tools-contract.test.ts, tests/domain/createDraftRevision.test.ts",verified,Fixed this session (see also CAT-010/COST-014/015 above): createDraftRevision reads both defaults from the snapshot's own captured businessSettings.
V5-06,Actual-cost review,independent v5 tools review,"The frozen-output reader must reject NaN/Infinity/malformed values, never report a corrupted historical record as trustworthy.","src/domain/calculationSnapshot.ts, src/domain/backup.ts","tests/review-v5/tools-contract.test.ts, tests/domain/calculationSnapshot.test.ts, tests/domain/backup.test.ts",verified,"Fixed this session: added finiteness + sign validation for every field in the frozen structure (not just the two exposed to callers), applied at both read time and import time."
V5-07,Pro surfaces and summary,independent v5 tools review,"A user-entered selling total must enforce the approved two-decimal currency precision (CORE-021), not the general 10-fraction-digit text limit.","src/domain/estimateAssembly.ts, src/components/tools/jobCostCalculatorLogic.ts","tests/review-v5/tools-contract.test.ts, tests/domain/estimateAssembly.test.ts, tests/ui/jobCostCalculatorLogic.test.ts",verified,Fixed this session: both the Pro custom price and the free job-cost calculator's entered price now pass maxFractionDigits:2.
