case_id,source_section,category,scenario,expected_result,classification,canonical_case_if_duplicate,executable_test_reference,observed_result,status,notes
BOUND-029,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active trimLengthFt field with value 1000000.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-026..029,trimLengthFt=1000000.001,passed,
BOUND-030,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active doorCount field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-030: doorCount=0 is a valid field value,doorCount=0 valid,passed,
BOUND-031,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active doorCount field with value 100000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-031: doorCount=100000,doorCount=100000 valid,passed,
BOUND-032,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active doorCount field with value -1 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::BOUND-032: doorCount=-1 rejected,doorCount=-1 invalid,passed,
BOUND-033,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active doorCount field with value 100001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryFieldAcceptance.test.ts::one above the maximum (100001) is also rejected,doorCount=100001 invalid,passed,
BOUND-034,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid doorCount=1.5 WHEN Validate integer requirement,Reject fractional count/coats; do not truncate.,uniquely required,,tests/engine/parse.test.ts (isValidOpeningCount + estimateAssembly door/window fractional-count rejection),doorCount=1.5 invalid,passed,
BOUND-035,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active hours field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,additionalLabor hours=0,passed,
BOUND-036,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active hours field with value 1000000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,additionalLabor hours=1000000,passed,
BOUND-037,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active hours field with value -0.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,additionalLabor hours=-0.001,passed,
BOUND-038,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active hours field with value 1000000.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-035..038,additionalLabor hours=1000000.001,passed,
BOUND-039,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active moneyAmount field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,otherExpenses amount=0,passed,
BOUND-040,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active moneyAmount field with value 1000000000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,otherExpenses amount=1000000000,passed,
BOUND-041,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active moneyAmount field with value -0.01 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,otherExpenses amount=-0.01,passed,
BOUND-042,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active moneyAmount field with value 1000000000.01 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-039..042,otherExpenses amount=1000000000.01,passed,
BOUND-043,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active throughput field with value 0.001 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,throughput=0.001,passed,
BOUND-044,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active throughput field with value 1000000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,throughput=1000000,passed,
BOUND-045,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active throughput field with value 0 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,throughput=0,passed,
BOUND-046,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active throughput field with value 1000000.001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-043..046,throughput=1000000.001,passed,
BOUND-047,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomCount field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,"tests/domain/coreRequirements.test.ts, tests/domain/estimateAssembly.test.ts, others using rooms: []","roomCount=0 (no rooms, standalone surfaces only) completes",passed,
BOUND-048,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomCount field with value 500 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-047..051 (accepts exactly 500 rooms),roomCount=500 valid,passed,
BOUND-049,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomCount field with value -1 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,out of tools-only scope,,(not yet executed),"There is no numeric ""room count"" field a user could ever set to -1 — rooms are a plain array manipulated via add/remove UI actions. This boundary case does not map onto any real input in the current implementation.",not_applicable,"roomCount is revision.rooms.length, a derived array length -- cannot be negative in this data model. Not a reachable code path."
BOUND-050,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active roomCount field with value 501 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-047..051 (rejects 501 rooms),roomCount=501 invalid,passed,
BOUND-051,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid roomCount=1.5 WHEN Validate integer requirement,Reject fractional count/coats; do not truncate.,out of tools-only scope,,(not yet executed),No numeric room-count field exists to which a fractional-rejection rule (1.5) could even apply.,not_applicable,"roomCount is an array length, always an integer -- fractional roomCount cannot occur."
BOUND-052,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active surfaceCount field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/estimateAssembly.ts (enabledSurfaces.length === 0 -> incomplete) + boundaryMatrix.test.ts,"surfaceCount=0 is a valid count value (though 0 ENABLED surfaces specifically yields ""incomplete"", not ""complete"" -- a distinct, separately-covered gate)",passed,
BOUND-053,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active surfaceCount field with value 2000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-052..056 (accepts exactly 2000 surfaces),surfaceCount=2000 valid,passed,
BOUND-054,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active surfaceCount field with value -1 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,out of tools-only scope,,(not yet executed),"No numeric ""surface count"" field exists that could be set to -1; surfaces are added/removed individually.",not_applicable,"surfaceCount is revision.surfaces.length, a derived array length -- cannot be negative."
BOUND-055,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active surfaceCount field with value 2001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-052..056 (rejects 2001 surfaces),surfaceCount=2001 invalid,passed,
BOUND-056,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid surfaceCount=1.5 WHEN Validate integer requirement,Reject fractional count/coats; do not truncate.,out of tools-only scope,,(not yet executed),No numeric surface-count field exists to which a fractional-rejection rule (1.5) could even apply.,not_applicable,"surfaceCount is an array length, always an integer -- fractional surfaceCount cannot occur."
BOUND-057,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active documentLineCount field with value 0 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts (documentLineCount is additionalLabor+otherMaterialLines+otherExpenses combined length),documentLineCount=0 valid,passed,
BOUND-058,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active documentLineCount field with value 2000 WHEN Validate field separately from complete project,accepted at field validation; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-057..061 (accepts exactly 2000 combined lines),documentLineCount=2000 valid,passed,
BOUND-059,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active documentLineCount field with value -1 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,out of tools-only scope,,(not yet executed),"No numeric ""document line count"" field exists that could be set to -1; lines are added/removed individually via row actions.",not_applicable,documentLineCount is a sum of array lengths -- cannot be negative.
BOUND-060,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid active documentLineCount field with value 2001 WHEN Validate field separately from complete project,rejected as out of range; zero-count project can still fail issue gate; unusual-value warnings still apply.,uniquely required,,tests/domain/boundaryMatrix.test.ts::BOUND-057..061 (rejects 2001 combined lines),documentLineCount=2001 invalid,passed,
BOUND-061,CALCULATION_SPEC.md §1,Boundary matrix,GIVEN Otherwise valid documentLineCount=1.5 WHEN Validate integer requirement,Reject fractional count/coats; do not truncate.,out of tools-only scope,,(not yet executed),No numeric document-line-count field exists to which a fractional-rejection rule (1.5) could even apply.,not_applicable,"documentLineCount is a sum of array lengths, always an integer -- fractional value cannot occur."
