case_id,area,priority,implementation_status,execution_status,test_ref,environment,observed_result,evidence_location,notes
TPL-012,Free estimate template,P0,implemented,passed,"tests/ui/estimateTemplateLogic.test.ts (evaluatePrintEligibility, cloneDraftForDuplicate)",,A zero-total estimate requires explicit noChargeConfirmed=true before printing; incomplete/invalid rows stay blocked regardless of that confirmation. Duplication produces a fresh document id and independent line-item ids; editing the duplicate never touches the original.,BUG_FIX_LOG.md #15,Fixed this session.
TPL-013,Free estimate template,P0,implemented,not_run,,,"Source read: the print block renders `{businessName || 'Your business'}` and `Prepared for: {customerName || '______'}` — neutral placeholders, never literal ""undefined""/""null"", and no fabricated identity.",src/components/tools/EstimateTemplate.tsx:166-169,Confirmed correct by direct source reading; no automated or documented manual test of the rendered print output exists.
TPL-014,Free estimate template,P0,implemented,passed,"tests/ui/estimateTemplateLogic.test.ts (evaluateLines, duplicate independence)",,Duplicate-and-edit independence and reload persistence (localStorage-backed multi-draft array) verified by test; exact spec arithmetic/rounding confirmed against worked fixtures.,BUG_FIX_LOG.md #15,Fixed this session.
TPL-015,Free estimate template,P0,implemented,not_run,,,Source read: lines are independent objects in a React array; computeDocumentTotals sums every line regardless of description text; no description-based dedup logic exists anywhere in the component.,src/components/tools/EstimateTemplate.tsx:24-68,Correct by construction (no dedup code exists to trigger); not covered by a dedicated test.
TPL-016,Free estimate template,P0,implemented,not_run,,,"Description is a plain controlled <input> with no sanitization/regex-replace applied to its value, so any Unicode text (ft2, accented names, etc.) is retained and rendered verbatim by React.",src/components/tools/EstimateTemplate.tsx:97,"Guaranteed by standard, unmodified HTML input behavior; not covered by a dedicated automated test."
TPL-017,Free estimate template,P0,implemented,passed,source inspection (negative verification),manual code inspection (this audit session),"grep -ril ""stripe|checkout|entitlement|paywall|isPro\b|isPaid\b"" src/ found zero real matches (one code comment only, in src/data/site.ts) and EstimateTemplate.tsx's print button is gated solely on evaluation.canPrintPriced (line-completeness), with no payment/entitlement check anywhere in the file or its call chain.",src/components/tools/EstimateTemplate.tsx ; grep across src/ for payment terms,This is a negative claim (absence of gating code) that a repo-wide search can conclusively establish; matches IMPLEMENTATION_DECISIONS.md #7's statement that no payment code exists anywhere in the codebase.
UX-001,"Browser, accessibility and privacy",P1,implemented,not_run,,,"Free tools and Pro app use Tailwind-style responsive classes (e.g. grid-cols-1 sm:grid-cols-2) throughout, suggesting a mobile-first layout intent, but no automated viewport/overflow test exists and no session (this one or the prior TEST_EXECUTION_REPORT.md) documents an actual 360px-viewport pass across every free tool and the Pro estimate flow — the prior session's claim for this case cited generic ""forms fill, results render, IndexedDB save confirmed"" verification, which does not address viewport width, overflow, or hidden controls at all.",src/components/tools/*.tsx (responsive className usage) ; TEST_EXECUTION_REPORT.md section 5 (no viewport-specific content),"Correcting an over-broad prior ""passed"" claim: the previously-cited manual verification did not actually check mobile viewport/overflow behavior."
UX-002,"Browser, accessibility and privacy",P1,partial,not_run,,,All interactive elements are native <button>/<input>/<textarea> (keyboard-operable by default); Field components include `focus-visible:outline focus-visible:outline-2 focus-visible:outline-primary` classes. No tab-order/focus-trap audit or automated test was found or performed.,src/components/tools/EstimateTemplate.tsx:178 ; src/components/tools/JobCostCalculator.tsx (Field) ; src/components/tools/InteriorCalculator.tsx (Field),"Some concrete evidence of focus-visible styling exists; full keyboard-only walkthrough (add/remove rows, open errors, print, no trap) is not verified by any test or documented manual pass."
UX-003,"Browser, accessibility and privacy",P1,partial,not_run,,,"Error messages in JobCostCalculator.tsx/InteriorCalculator.tsx are rendered in a bordered block visually near the relevant section, but are a flat list of strings with no aria-describedby/aria-invalid wiring linking a message to its specific input (grep for these attributes across src/ found no matches).",src/components/tools/JobCostCalculator.tsx:125-131 ; src/components/tools/InteriorCalculator.tsx:165-171,"Visual proximity exists; screen-reader-level field association does not appear to be implemented, and no automated test covers focus behavior or stale-output suppression on invalid input."
UX-004,"Browser, accessibility and privacy",P1,missing,not_run,,,"grep across src/ for aria-live/role=""alert"" found no matches anywhere in the codebase — there is no live-region mechanism to announce result updates to screen readers, debounced or otherwise.","grep -i ""aria-live|role=\""alert\"""" src/ (no matches)",This is explicitly marked proposed_hardening in the case catalogue; confirmed genuinely unimplemented via source-wide search.
UX-005,"Browser, accessibility and privacy",P1,implemented,not_run,,,"src/styles/global.css contains `@media (prefers-reduced-motion: reduce)` rules at three locations, and BaseLayout.astro references the same media feature — reduced-motion handling exists in the codebase.","src/styles/global.css:34,255,279 ; src/layouts/BaseLayout.astro:46",CSS-level implementation confirmed by source read; not verified live in a browser with the OS preference actually toggled.
UX-006,"Browser, accessibility and privacy",P1,missing,not_run,,,"grep for ""analytics"" across src/ found zero real matches (no analytics integration of any kind exists in this codebase) — there is no optional-analytics feature for this case's scenario to apply to.","grep -i ""analytics"" src/ (no real matches)",The risk this case describes has no surface to test against: no analytics system is implemented at all.
UX-007,"Browser, accessibility and privacy",P1,partial,not_run,,,"The three free tools are fully reactive (useMemo recompute on every keystroke) with no ""Calculate"" submit button to double-click at all, so this scenario does not apply to them as described. The Pro app does have async Save/Issue actions (writeProjectWithVersionCheck) but this audit did not check those buttons specifically for a double-submission guard (e.g. disable-while-pending).",src/components/tools/JobCostCalculator.tsx (no submit button) ; src/components/tools/pro/ProApp.tsx (save/issue actions not audited for double-click guards),Free tools are structurally immune to this specific failure mode; Pro app double-submit behavior was not checked in this audit.
UX-008,"Browser, accessibility and privacy",P1,implemented,not_run,,,"The three free tools compute their result synchronously inside useMemo on every render — there is no debounce, no async validation, and no promise-based computation that could resolve out of order, so the ""prior async work overwrites later valid input"" failure mode this case describes cannot structurally occur in them.",src/components/tools/JobCostCalculator.tsx:29-79 ; src/components/tools/InteriorCalculator.tsx:28-118 ; src/components/tools/EstimateTemplate.tsx:42-68,"Structurally ruled out for the free tools by their synchronous, dependency-array-complete useMemo design; not separately verified for the Pro app's async save path."
UX-009,"Browser, accessibility and privacy",P1,partial,not_run,,,No `@media print` or `@page` rules exist in src/styles/global.css; the only print-specific styling found is Tailwind `print:hidden`/`print:block` utility classes used to hide buttons/nav and show a print-only header block in EstimateTemplate.tsx and ProApp.tsx. There is no explicit CSS resetting layout width for print independent of the current screen/viewport size.,src/styles/global.css (no @media print found) ; src/components/tools/EstimateTemplate.tsx:166 ; src/components/tools/pro/ProApp.tsx (print:hidden usage),Some print-specific hide/show classes exist; whether the printed layout is legible on an actual narrow mobile device was not verified live in any session.
UX-010,"Browser, accessibility and privacy",P1,partial,not_run,,,"src/storage/db.ts throws SaveFailedError with the message ""Save failed — your previous data was not changed."" on any write failure (including a plausible quota/private-mode failure), and ProApp.tsx surfaces this via setSaveMessage/setImportMessage. However, grep for ""export guidance""-style text found nothing — the message does not point the user toward exporting their data as a next step.","src/storage/db.ts:37-42 ; src/components/tools/pro/ProApp.tsx:241,265,321,401","An honest, non-false-positive failure message exists; the specific ""export guidance"" half of this case's requirement is not implemented."
UX-011,"Browser, accessibility and privacy",P1,missing,not_run,,,"grep for ""cleared"", ""data loss"", ""private mode"", ""browser data"" across the Pro app entry page and all Pro components found no matches — there is no user-facing messaging anywhere explaining what happens if browser storage is cleared, how to recover via backup, or that purchase recovery is a separate concern from data recovery.","grep -i ""cleared|data loss|private mode|browser data"" src/pages/app/index.astro src/components/tools/pro/*.tsx (no matches)",No such messaging exists in the current codebase.
UX-012,"Browser, accessibility and privacy",P1,implemented,not_run,,,"grep of the homepage (src/pages/index.astro) for ""illustration""/""sample""/""screenshot""/""<img""/""mockup"" found no matches — the homepage does not embed any static numeric mockup/screenshot of a tool's output at all; it only links out to the live tool pages. There is therefore no ""static sample vs. live defaults"" mismatch surface for this case to apply to.",src/pages/index.astro (no sample/screenshot content found),The specific risk this case describes (a stale marketing screenshot diverging from live defaults) does not appear to exist because no such screenshot is embedded; a full manual homepage pass was not performed to confirm this exhaustively.
